country,year,palma,ef,fossil_fuel_share,gdp_per_capita,urban_pct,trade_openness,renewable_energy,co2_per_capita,oil_rents,energy_intensity,fdi_inflows,gini_wid
Iran,2006,6.969696969696971,2.87,98.76589307147884,3618.916013644281,68.3101850492144,53.16735871438452,1.4,679.6490315541782,31.5582038058527,7.69,0.8725600201770817,0.6266
Iran,2007,7.381668946648428,3.03,98.84051759666667,4687.991662607176,68.806189933608,49.887306922593396,1.3,687.158812849473,26.1252401169156,7.53,0.5769461352121995,0.6356
Iran,2008,5.420131291028447,2.86,99.52311851728379,5377.411507295701,69.3790072996746,48.22940277414385,0.7,679.020561198071,30.5659738980313,8.05,0.4875965670962894,0.5901000000000001
Iran,2009,5.824940047961631,2.88,99.52150624348276,5415.522805534456,69.99007683587,43.69958022435846,0.8,641.8478401905313,17.5512587993854,7.95,0.7205304620508385,0.5924
Iran,2010,6.1517323775388295,2.95,99.40961591651958,6291.194436554542,70.6092626774386,43.77064373713993,0.9,620.439307800755,20.2248363529261,7.52,0.7491686262653595,0.6119
Iran,2011,4.77707676130389,2.92,99.37507579149884,8025.687433643556,71.204050944517,41.21941479185781,0.9,542.7255938727743,22.3514589221281,7.47,0.6798345747635158,0.5619000000000001
Iran,2012,5.63063063063063,2.92,98.96389113239886,8114.080998318772,71.7633634041294,44.08934668074519,0.9,481.3988519274059,18.4120723402826,8.1,0.7238500913554707,0.5962000000000001
Iran,2013,4.9787878787878785,2.97,98.57078765568825,6222.741948403264,72.3030873515412,47.08671791947549,1.0,481.25530656110726,21.2565665523955,8.39,0.6095015939605325,0.5815
Iran,2014,4.927624872579001,3.0,99.89014457643471,5672.063728963186,72.8324070385223,45.35142014131612,0.9,421.59989555164,21.2353758265799,8.57,0.45545387401937965,0.5766
Iran,2015,4.455417066155321,2.93,59.09089459031285,4952.733555321775,73.3561403575949,39.42258866117996,0.9,216.42443154833137,12.2663527393474,8.68,0.500987695412685,0.5591
Iran,2016,4.3028571428571425,2.92,0.0,5710.599470891042,73.8796100096595,39.8772417738866,1.0,215.97313990598258,10.8895031509112,8.24,0.7045283593524297,0.5505
Iran,2017,4.967368421052631,3.05,0.0,6000.933464044092,74.4011840820312,43.15569313839062,1.0,143.2409543417397,14.6204399688795,8.73,0.9836549561779984,0.5743
Iran,2018,5.020942408376963,3.01,0.0,4783.010673402372,74.8034286499023,56.61534961428295,1.0,143.6393875813549,27.6646471563106,8.65,0.5761060858763114,0.5774
Iran,2019,4.725985844287158,3.18,0.0,3997.493544958496,75.2038879394531,48.59177121370379,1.0,94.81447305692623,20.0780490508657,9.53,0.433347777066285,0.5663
Iran,2020,4.32132701421801,3.14,0.0,3202.500035021685,75.5986404418945,43.88446749050129,0.9,56.50681056461865,13.2733495355914,9.54,0.4776917094613195,0.5507000000000001
Iraq,2005,7.185714285714286,1.06,95.57460238032016,1762.39360423421,68.391425621866,115.74254030864199,2.4,372.6835143223754,65.1575951980304,5.41,1.0292598076425434,0.6439
Iraq,2006,7.185714285714286,1.07,92.10277640497283,2276.554357440865,68.5590667282222,89.65051985817777,2.6,331.3285045095777,63.5551402676835,4.98,0.5879007395176531,0.6439
Iraq,2007,7.185714285714286,1.03,95.52741734507612,3128.9901032906632,68.716475540845,74.09285310549804,2.0,233.18835408241546,52.9273802567399,4.81,1.0939128662318838,0.6439
Iraq,2008,6.8217821782178225,1.1,96.46848007587,4542.966090460324,68.8569818968574,81.05554326658347,1.1,289.14075689891047,55.3793146361864,4.8,1.4099517366276477,0.6375000000000001
Iraq,2009,6.516014234875445,1.1,,3714.7120598719403,68.9742328505284,78.6873788189898,1.2,292.51920205806647,39.1145928006965,4.99,1.4314299085910942,0.6315000000000001
Iraq,2010,6.251141552511416,1.26,,4461.751961615549,69.0582953378474,73.4974796202443,1.7,298.198716564117,43.2562312170542,5.17,1.0079649397511266,0.626
Iraq,2011,6.026490066225166,1.27,,5775.542290802934,69.1252233869916,72.17132822336548,1.1,289.8757490519766,50.9263659501053,5.27,1.1208633976416693,0.6209
Iraq,2012,6.1747343565525386,1.36,,6477.596184509547,69.2222213745117,73.60868459128123,1.3,276.87994421926123,49.6110993818029,5.12,1.5596153128007317,0.618
Iraq,2013,4.179723502304148,1.38,,6650.352822473952,69.444450378418,67.41001840956719,1.5,288.34808008380145,45.3313602184612,4.92,-0.9952792102630679,0.5503
Iraq,2014,4.617704280155642,1.28,,6249.3922697896905,69.6666641235352,68.98248685690363,1.0,237.0832855967681,46.6038527995508,4.66,-4.455211245329563,0.5690000000000001
Iraq,2015,5.118556701030927,1.2,49.086411118293626,4440.141892523674,69.920524597168,69.59176859831146,0.8,115.96167819990585,37.2575416723352,4.31,-4.541592354435021,0.5882000000000001
